payment_id,order_id,payment_datetime,amount,status,method
P132174-1,132174,2025-06-23 04:38:00,72.07,refunded,Cash
P132175-1,132175,2025-06-22 18:54:00,40.1,failed,Wire
P132176-1,132176,2025-06-22 12:12:00,68.16,captured,PayPal
P132177-1,132177,2025-06-21 14:57:00,37.42,captured,Cash
P132178-1,132178,2025-06-23 22:19:00,98.18,authorized,PayPal
P132179-1,132179,2025-06-24 11:08:00,31.98,refunded,PayPal
P132180-1,132180,2025-06-22 14:36:00,26.48,authorized,Cash
P132181-1,132181,2025-06-22 00:37:00,93.78,refunded,Wire
P132182-1,132182,2025-06-21 23:15:00,31.09,refunded,Wire
P132183-1,132183,2025-06-22 22:00:00,90.14,captured,PayPal
P132184-1,132184,2025-06-22 15:45:00,58.68,refunded,Card
P132186-1,132186,2025-06-22 19:11:00,87.49,captured,Wire
P132187-1,132187,2025-06-21 20:14:00,63.2,authorized,Cash
P132188-1,132188,2025-06-22 23:40:00,29.89,captured,PayPal
P132189-1,132189,2025-06-22 13:25:00,76.49,refunded,Cash
P132190-1,132190,2025-06-25 17:16:00,23.43,refunded,Card
P132191-1,132191,2025-06-24 17:36:00,70.68,refunded,Card
P132192-1,132192,2025-06-22 23:43:00,20.72,failed,PayPal
P132193-1,132193,2025-06-23 14:27:00,23.32,captured,Cash
P132194-1,132194,2025-06-24 21:31:00,145.38,refunded,Card
P132195-1,132195,2025-06-25 00:13:00,116.84,captured,PayPal
P132196-1,132196,2025-06-23 08:21:00,22.74,captured,PayPal
P132197-1,132197,2025-06-22 05:27:00,17.14,failed,Wire
P132198-1,132198,2025-06-24 15:34:00,51.63,captured,Card
P132199-1,132199,2025-06-23 12:46:00,60.39,failed,PayPal
P132200-1,132200,2025-06-25 03:25:00,20.91,captured,Card
P132201-1,132201,2025-06-23 06:57:00,34.82,captured,Card
P132202-1,132202,2025-06-23 13:54:00,35.61,refunded,Cash
P132203-1,132203,2025-06-23 09:58:00,16.2,captured,Wire
P132204-1,132204,2025-06-23 16:53:00,78.85,authorized,Wire
P132205-1,132205,2025-06-23 21:47:00,72.27,failed,PayPal
P132206-1,132206,2025-06-25 09:27:00,42.89,failed,Wire
P132208-1,132208,2025-06-24 00:42:00,146.54,refunded,Card
P132209-1,132209,2025-06-23 00:52:00,90.94,authorized,Card
P132210-1,132210,2025-06-24 02:18:00,109.02,failed,PayPal
P132211-1,132211,2025-06-24 06:03:00,106.5,captured,Cash
P132212-1,132212,2025-06-23 06:15:00,74.38,refunded,Cash
P132213-1,132213,2025-06-22 23:15:00,13.92,captured,Cash
P132214-1,132214,2025-06-22 15:45:00,75.31,refunded,PayPal
P132215-1,132215,2025-06-23 03:37:00,29.07,captured,Card
P132215-2,132215,2025-06-23 08:37:00,30.44,captured,Cash
P132216-1,132216,2025-06-25 07:20:00,25.38,refunded,PayPal
P132217-1,132217,2025-06-23 23:08:00,45.29,authorized,Card
P132218-1,132218,2025-06-22 19:44:00,46.03,refunded,PayPal
P132219-1,132219,2025-06-23 10:52:00,31.56,refunded,Card
P132220-1,132220,2025-06-24 05:28:00,33.82,refunded,PayPal
P132221-1,132221,2025-06-23 05:58:00,59.27,authorized,Wire
P132222-1,132222,2025-06-25 07:11:00,27.87,failed,Wire
P132223-1,132223,2025-06-25 04:30:00,26.11,failed,PayPal
P132224-1,132224,2025-06-24 22:30:00,46.41,captured,Cash
P132225-1,132225,2025-06-22 20:02:00,44.66,authorized,Card
P132226-1,132226,2025-06-24 11:47:00,33.54,authorized,Wire
P132227-1,132227,2025-06-23 08:53:00,25.88,captured,Card
P132228-1,132228,2025-06-23 22:17:00,8.41,captured,Cash
P132229-1,132229,2025-06-23 16:15:00,21.15,refunded,Cash
P132230-1,132230,2025-06-22 22:30:00,12.61,authorized,Card
P132231-1,132231,2025-06-22 10:40:00,59.46,refunded,PayPal
P132232-1,132232,2025-06-25 17:43:00,33.18,captured,Wire
P132233-1,132233,2025-06-22 13:53:00,16.09,refunded,Card
P132234-1,132234,2025-06-23 13:31:00,78.73,captured,Cash
P132235-1,132235,2025-06-22 12:24:00,123.68,failed,PayPal
P132236-1,132236,2025-06-24 12:14:00,50.11,failed,PayPal
P132237-1,132237,2025-06-22 18:09:00,39.15,authorized,Card
P132238-1,132238,2025-06-22 15:07:00,39.03,authorized,Card
P132239-1,132239,2025-06-24 08:06:00,50.34,authorized,Wire
P132240-1,132240,2025-06-25 07:57:00,20.85,refunded,Cash
P132241-1,132241,2025-06-23 16:04:00,46.85,failed,Cash
P132242-1,132242,2025-06-25 22:38:00,40.13,refunded,Wire
P132243-1,132243,2025-06-24 16:43:00,10.84,authorized,PayPal
P132244-1,132244,2025-06-26 03:26:00,37.3,authorized,PayPal
P132244-2,132244,2025-06-23 10:26:00,45.11,captured,Cash
P132245-1,132245,2025-06-26 14:29:00,14.38,authorized,Card
P132246-1,132246,2025-06-24 10:34:00,11.78,captured,Wire
P132247-1,132247,2025-06-24 08:33:00,29.67,failed,Cash
P132248-1,132248,2025-06-25 22:06:00,23.94,failed,Wire
P132249-1,132249,2025-06-25 01:58:00,75.19,authorized,Card
P132250-1,132250,2025-06-24 21:42:00,58.69,authorized,Wire
P132251-1,132251,2025-06-23 16:12:00,93.19,authorized,Cash
P132252-1,132252,2025-06-23 21:08:00,6.56,authorized,Cash
P132253-1,132253,2025-06-25 12:38:00,33.19,refunded,Cash
P132254-1,132254,2025-06-25 05:56:00,57.41,captured,Cash
P132255-1,132255,2025-06-23 10:08:00,37.51,authorized,PayPal
P132256-1,132256,2025-06-24 10:15:00,48.4,captured,PayPal
P132258-1,132258,2025-06-25 00:43:00,74.54,authorized,Cash
P132259-1,132259,2025-06-26 01:16:00,30.6,refunded,PayPal
P132260-1,132260,2025-06-26 05:43:00,21.0,captured,Wire
P132261-1,132261,2025-06-25 11:48:00,177.54,authorized,PayPal
P132262-1,132262,2025-06-24 01:37:00,36.91,failed,Cash
P132263-1,132263,2025-06-26 05:48:00,118.04,refunded,Cash
P132264-1,132264,2025-06-24 06:35:00,82.1,captured,Wire
P132265-1,132265,2025-06-25 08:17:00,21.51,refunded,Cash
P132266-1,132266,2025-06-24 08:55:00,116.74,captured,Wire
P132267-1,132267,2025-06-26 17:43:00,257.33,failed,Wire
P132268-1,132268,2025-06-24 23:03:00,26.32,refunded,Wire
P132269-1,132269,2025-06-25 19:16:00,37.6,authorized,Cash
P132270-1,132270,2025-06-24 05:48:00,92.3,authorized,Wire
P132271-1,132271,2025-06-23 22:23:00,84.44,authorized,Cash
P132272-1,132272,2025-06-26 01:20:00,72.03,failed,PayPal
P132273-1,132273,2025-06-26 01:30:00,52.22,refunded,Cash
P132274-1,132274,2025-06-25 16:10:00,58.08,failed,Cash
P132276-1,132276,2025-06-26 04:06:00,14.44,refunded,Card
P132277-1,132277,2025-06-24 09:48:00,26.74,captured,Card
P132278-1,132278,2025-06-25 10:24:00,114.07,refunded,PayPal
P132279-1,132279,2025-06-25 16:51:00,61.85,refunded,PayPal
P132280-1,132280,2025-08-23 10:00:00,68.86,refunded,Card
P132281-1,132281,2025-06-24 21:02:00,17.01,captured,Card
P132282-1,132282,2025-06-26 09:46:00,49.17,authorized,PayPal
P132283-1,132283,2025-06-25 06:12:00,104.24,failed,Wire
P132284-1,132284,2025-06-23 20:46:00,20.85,refunded,Card
P132285-1,132285,2025-06-24 19:15:00,7.04,captured,Cash
P132286-1,132286,2025-06-26 01:07:00,55.46,refunded,PayPal
P132287-1,132287,2025-06-26 13:10:00,22.48,refunded,Card
P132288-1,132288,2025-06-26 18:55:00,116.19,failed,Cash
P132289-1,132289,2025-06-23 21:54:00,18.95,captured,Card
P132290-1,132290,2025-06-24 01:10:00,64.18,authorized,Cash
P132291-1,132291,2025-06-25 07:10:00,14.59,captured,PayPal
P132292-1,132292,2025-06-24 08:56:00,259.48,failed,Card
P132293-1,132293,2025-06-25 17:54:00,65.75,captured,Wire
P132294-1,132294,2025-06-25 22:44:00,45.36,authorized,Cash
P132295-1,132295,2025-06-23 04:11:00,3.35,refunded,Card
P132296-1,132296,2025-06-25 19:49:00,43.02,refunded,Wire
P132297-1,132297,2025-06-26 16:14:00,30.12,refunded,PayPal
P132298-1,132298,2025-06-25 22:38:00,43.1,authorized,Wire
P132299-1,132299,2025-06-24 08:49:00,7.31,authorized,Wire
P132300-1,132300,2025-06-24 11:58:00,128.12,authorized,Cash
P132301-1,132301,2025-06-24 16:57:00,85.61,authorized,Wire
P132302-1,132302,2025-06-26 12:12:00,93.51,authorized,Wire
P132303-1,132303,2025-06-26 00:55:00,8.06,failed,PayPal
P132304-1,132304,2025-06-24 19:29:00,104.52,captured,Cash
P132305-1,132305,2025-06-27 15:37:00,54.03,failed,Wire
P132306-1,132306,2025-06-26 09:10:00,12.2,refunded,Cash
P132307-1,132307,2025-06-26 19:51:00,8.36,refunded,PayPal
P132308-1,132308,2025-06-26 00:47:00,90.48,failed,Wire
P132309-1,132309,2025-06-26 17:45:00,13.62,refunded,Wire
P132310-1,132310,2025-06-25 18:19:00,201.63,failed,Card
P132311-1,132311,2025-06-27 21:51:00,33.16,authorized,PayPal
P132311-2,132311,2025-06-27 22:51:00,45.53,authorized,Card
P132312-1,132312,2025-06-26 13:40:00,31.08,authorized,Wire
P132313-1,132313,2025-06-25 01:24:00,20.33,authorized,Wire
P132314-1,132314,2025-06-25 16:29:00,31.15,authorized,Wire
P132315-1,132315,2025-06-27 05:26:00,17.69,failed,Cash
P132316-1,132316,2025-06-26 19:50:00,59.42,failed,Wire
P132317-1,132317,2025-06-27 04:03:00,86.09,captured,Card
P132318-1,132318,2025-06-24 22:19:00,88.12,authorized,Cash
P132319-1,132319,2025-06-25 21:44:00,112.6,refunded,Wire
P132320-1,132320,2025-06-27 09:54:00,60.94,authorized,Wire
P132321-1,132321,2025-06-25 04:41:00,54.96,failed,Wire
P132322-1,132322,2025-06-26 23:13:00,137.56,failed,Cash
P132323-1,132323,2025-06-26 13:23:00,101.76,refunded,Card
P132324-1,132324,2025-06-25 12:39:00,23.34,refunded,PayPal
P132325-1,132325,2025-06-26 14:47:00,17.0,failed,Wire
P132326-1,132326,2025-06-25 13:17:00,74.98,refunded,Card
P132327-1,132327,2025-06-27 04:33:00,60.06,failed,Wire
P132328-1,132328,2025-06-27 03:06:00,53.6,refunded,Card
P132329-1,132329,2025-06-26 09:52:00,26.63,refunded,Card
P132330-1,132330,2025-06-25 20:11:00,63.81,authorized,PayPal
P132331-1,132331,2025-06-27 10:32:00,60.25,failed,Wire
P132332-1,132332,2025-06-25 06:30:00,61.2,failed,Cash
P132333-1,132333,2025-06-25 22:58:00,38.86,captured,PayPal
P132334-1,132334,2025-06-26 18:55:00,22.26,refunded,PayPal
P132335-1,132335,2025-06-26 15:15:00,140.69,captured,Cash
P132336-1,132336,2025-06-26 01:25:00,123.31,authorized,Card
P132337-1,132337,2025-06-27 11:31:00,93.7,authorized,Wire
P132339-1,132339,2025-06-25 06:53:00,92.56,failed,Wire
P132340-1,132340,2025-06-25 04:05:00,75.28,captured,Wire
P132341-1,132341,2025-06-27 07:38:00,69.71,refunded,Wire
P132342-1,132342,2025-06-25 04:40:00,62.07,authorized,Wire
P132343-1,132343,2025-06-27 00:09:00,63.82,failed,Wire
P132344-1,132344,2025-06-25 21:00:00,35.69,failed,Cash
P132345-1,132345,2025-06-25 22:41:00,64.4,captured,Wire
P132346-1,132346,2025-06-25 16:55:00,63.31,refunded,Cash
P132347-1,132347,2025-06-27 08:24:00,71.55,failed,PayPal
P132348-1,132348,2025-06-26 13:43:00,58.85,refunded,Cash
P132349-1,132349,2025-06-26 15:56:00,23.67,authorized,Wire
P132350-1,132350,2025-06-25 19:24:00,96.94,authorized,Cash
P132351-1,132351,2025-06-26 18:25:00,94.61,captured,Wire
P132352-1,132352,2025-06-26 21:40:00,29.77,refunded,PayPal
P132353-1,132353,2025-06-26 01:27:00,11.65,failed,PayPal
P132354-1,132354,2025-06-26 03:48:00,75.24,failed,PayPal
P132355-1,132355,2025-06-26 18:30:00,12.17,authorized,Cash
P132356-1,132356,2025-06-27 10:17:00,50.61,failed,Wire
P132357-1,132357,2025-06-26 17:59:00,24.22,refunded,Wire
P132358-1,132358,2025-06-27 15:21:00,22.98,failed,Wire
P132359-1,132359,2025-06-27 15:44:00,105.07,failed,PayPal
P132360-1,132360,2025-06-25 13:28:00,103.4,authorized,Cash
P132361-1,132361,2025-06-27 21:51:00,25.43,refunded,Wire
P132362-1,132362,2025-06-25 13:32:00,104.24,failed,Cash
P132363-1,132363,2025-06-26 19:15:00,179.25,refunded,PayPal
P132364-1,132364,2025-06-26 04:01:00,85.88,authorized,Cash
P132365-1,132365,2025-06-27 12:04:00,82.04,failed,Cash
P132366-1,132366,2025-06-27 02:48:00,29.6,captured,Cash
P132367-1,132367,2025-06-26 04:55:00,46.16,failed,Cash
P132368-1,132368,2025-06-25 18:22:00,137.75,captured,Cash
P132369-1,132369,2025-06-26 14:39:00,52.36,refunded,Wire
P132370-1,132370,2025-06-27 18:40:00,81.2,captured,Wire
P132371-1,132371,2025-06-27 07:12:00,48.58,refunded,PayPal
P132372-1,132372,2025-06-28 08:28:00,32.12,refunded,Card
P132373-1,132373,2025-06-25 17:59:00,58.97,refunded,PayPal
P132374-1,132374,2025-06-28 05:46:00,87.8,captured,Cash
P132375-1,132375,2025-06-26 17:52:00,52.16,authorized,Card
P132376-1,132376,2025-06-27 04:44:00,82.77,authorized,Cash
P132377-1,132377,2025-06-26 15:50:00,165.04,refunded,PayPal
P132378-1,132378,2025-06-28 10:40:00,96.65,authorized,PayPal
P132379-1,132379,2025-06-27 10:40:00,106.61,failed,Card
P132380-1,132380,2025-06-26 00:07:00,36.66,authorized,Card
P132381-1,132381,2025-06-27 20:12:00,41.37,captured,Cash
P132382-1,132382,2025-06-26 03:45:00,45.17,failed,Wire
P132383-1,132383,2025-06-27 08:49:00,48.37,refunded,PayPal
P132384-1,132384,2025-06-26 18:12:00,73.32,authorized,Cash
P132385-1,132385,2025-06-26 21:52:00,92.04,failed,PayPal
P132385-2,132385,2025-06-26 02:52:00,64.78,authorized,Cash
P132386-1,132386,2025-06-28 05:37:00,29.62,captured,Card
P132387-1,132387,2025-06-26 12:28:00,22.82,refunded,PayPal
P132388-1,132388,2025-06-26 16:27:00,22.44,captured,Cash
P132389-1,132389,2025-06-27 22:41:00,58.89,refunded,Cash
P132390-1,132390,2025-06-26 15:37:00,190.03,authorized,Cash
P132391-1,132391,2025-06-26 03:50:00,80.29,refunded,Wire
P132392-1,132392,2025-06-27 09:13:00,35.91,authorized,Card
P132393-1,132393,2025-06-26 10:51:00,44.89,failed,Wire
P132394-1,132394,2025-06-27 18:04:00,37.56,captured,PayPal
P132395-1,132395,2025-06-28 09:54:00,32.81,authorized,PayPal
P132396-1,132396,2025-06-25 10:52:00,142.42,failed,PayPal
P132397-1,132397,2025-06-25 07:35:00,20.42,refunded,Wire
P132398-1,132398,2025-06-26 21:40:00,125.51,captured,Card
P132398-2,132398,2025-06-25 23:40:00,59.84,refunded,Card
P132399-1,132399,2025-06-28 01:59:00,114.09,authorized,Wire
P132400-1,132400,2025-06-27 23:06:00,10.99,failed,Wire
P132401-1,132401,2025-06-26 02:24:00,60.83,captured,Card
P132402-1,132402,2025-06-27 22:11:00,20.92,authorized,Cash
P132403-1,132403,2025-06-26 13:47:00,12.34,authorized,Wire
P132404-1,132404,2025-06-25 17:10:00,188.86,failed,Wire
P132405-1,132405,2025-06-27 00:34:00,22.12,captured,PayPal
P132406-1,132406,2025-06-26 20:18:00,28.58,authorized,Cash
P132407-1,132407,2025-06-27 07:13:00,43.17,authorized,Card
P132408-1,132408,2025-06-27 12:10:00,17.61,failed,Card
P132409-1,132409,2025-06-28 04:27:00,135.27,authorized,Card
P132410-1,132410,2025-06-27 14:01:00,38.48,captured,Card
P132410-2,132410,2025-06-27 20:01:00,139.95,captured,Cash
P132411-1,132411,2025-06-27 11:39:00,35.88,authorized,Wire
P132412-1,132412,2025-06-26 07:31:00,50.09,authorized,Card
P132413-1,132413,2025-06-27 19:02:00,9.11,refunded,Cash
P132414-1,132414,2025-06-27 06:50:00,21.36,refunded,Wire
P132415-1,132415,2025-06-26 07:08:00,89.39,authorized,Card
P132416-1,132416,2025-06-27 08:29:00,117.48,authorized,Wire
P132417-1,132417,2025-06-26 15:25:00,155.28,captured,Card
P132418-1,132418,2025-06-28 17:17:00,130.66,authorized,Card
P132419-1,132419,2025-06-28 18:09:00,117.74,failed,Wire
P132420-1,132420,2025-06-27 09:06:00,42.18,refunded,PayPal
P132421-1,132421,2025-06-26 14:25:00,101.3,authorized,PayPal
P132422-1,132422,2025-06-28 12:35:00,31.82,authorized,Wire
P132423-1,132423,2025-06-28 14:52:00,47.93,failed,Wire
P132424-1,132424,2025-06-27 04:40:00,95.62,refunded,PayPal
P132425-1,132425,2025-06-27 15:22:00,32.3,refunded,Card
P132426-1,132426,2025-06-28 23:14:00,31.71,captured,Cash
P132427-1,132427,2025-06-27 23:27:00,36.1,captured,Cash
P132428-1,132428,2025-06-27 03:00:00,75.4,failed,Wire
P132428-2,132428,2025-06-27 10:00:00,148.88,authorized,PayPal
P132429-1,132429,2025-06-27 16:17:00,34.99,refunded,PayPal
P132430-1,132430,2025-06-27 13:07:00,96.48,failed,PayPal
P132431-1,132431,2025-06-27 04:15:00,55.34,failed,PayPal
P132432-1,132432,2025-06-28 09:36:00,65.48,refunded,PayPal
P132433-1,132433,2025-06-26 18:10:00,8.89,failed,Card
P132434-1,132434,2025-06-27 00:18:00,138.8,authorized,Card
P132435-1,132435,2025-06-29 12:37:00,19.69,authorized,Card
P132436-1,132436,2025-06-28 04:06:00,14.51,refunded,Card
P132437-1,132437,2025-06-26 22:58:00,58.28,failed,Card
P132438-1,132438,2025-06-26 04:02:00,80.48,captured,Card
P132439-1,132439,2025-06-27 09:35:00,32.0,refunded,Wire
P132440-1,132440,2025-06-28 20:36:00,28.06,captured,Card
P132442-1,132442,2025-06-29 05:59:00,26.82,refunded,Wire
P132443-1,132443,2025-06-28 10:39:00,37.62,failed,Wire
P132444-1,132444,2025-06-27 13:53:00,45.54,refunded,PayPal
P132445-1,132445,2025-06-29 03:20:00,89.94,failed,Card
P132446-1,132446,2025-06-27 12:19:00,125.03,captured,PayPal
P132447-1,132447,2025-06-27 21:37:00,40.1,captured,PayPal
P132448-1,132448,2025-06-26 17:55:00,198.18,authorized,PayPal
P132449-1,132449,2025-06-27 23:32:00,120.68,refunded,Card
P132450-1,132450,2025-06-27 11:41:00,42.36,failed,Wire
P132451-1,132451,2025-06-28 09:51:00,93.77,authorized,Card
P132452-1,132452,2025-06-27 18:05:00,70.55,failed,Card
P132453-1,132453,2025-06-29 17:43:00,87.68,failed,Wire
P132454-1,132454,2025-06-28 15:55:00,25.23,captured,Card
P132455-1,132455,2025-06-27 03:34:00,94.95,captured,Cash
P132456-1,132456,2025-06-28 07:13:00,21.03,refunded,Wire
P132457-1,132457,2025-06-28 17:31:00,48.31,failed,Wire
P132458-1,132458,2025-06-26 12:53:00,5.53,captured,Card
P132459-1,132459,2025-06-26 10:32:00,57.3,captured,Card
P132460-1,132460,2025-06-26 03:55:00,52.82,refunded,Card
P132461-1,132461,2025-06-29 05:10:00,61.65,authorized,Wire
P132462-1,132462,2025-06-28 14:25:00,55.98,authorized,Cash
P132463-1,132463,2025-06-27 17:05:00,33.08,failed,Card
P132464-1,132464,2025-06-29 06:35:00,57.77,captured,Wire
P132465-1,132465,2025-06-28 02:35:00,39.71,refunded,Cash
P132466-1,132466,2025-06-28 02:41:00,52.08,captured,Wire
P132467-1,132467,2025-06-26 22:03:00,65.27,captured,PayPal
P132468-1,132468,2025-06-28 04:02:00,40.56,authorized,Cash
P132469-1,132469,2025-06-27 05:15:00,29.29,captured,Wire
P132470-1,132470,2025-06-26 12:30:00,51.54,captured,Cash
P132471-1,132471,2025-06-27 11:22:00,58.75,captured,Card
P132472-1,132472,2025-06-28 21:45:00,5.21,captured,Card
P132473-1,132473,2025-06-28 21:58:00,146.26,refunded,Cash
P132474-1,132474,2025-06-27 01:05:00,64.28,refunded,PayPal
P132475-1,132475,2025-06-29 01:01:00,88.6,failed,Wire
P132476-1,132476,2025-06-28 14:44:00,9.7,captured,Card
P132477-1,132477,2025-06-27 19:52:00,24.18,authorized,Cash
P132478-1,132478,2025-06-26 23:37:00,16.8,authorized,PayPal
P132479-1,132479,2025-06-28 16:03:00,33.67,captured,Cash
P132480-1,132480,2025-06-26 12:54:00,137.87,captured,Card
P132481-1,132481,2025-06-28 05:12:00,17.51,captured,Cash
P132482-1,132482,2025-06-26 21:12:00,99.06,captured,Card
P132483-1,132483,2025-06-27 03:11:00,161.9,failed,PayPal
P132484-1,132484,2025-06-28 02:30:00,12.21,refunded,PayPal
P132485-1,132485,2025-06-28 14:57:00,16.26,failed,PayPal
P132486-1,132486,2025-06-28 08:45:00,54.62,authorized,Wire
P132487-1,132487,2025-06-27 14:44:00,150.39,captured,Cash
P132488-1,132488,2025-06-28 15:49:00,126.02,captured,Card
P132489-1,132489,2025-06-27 12:41:00,70.56,captured,Cash
P132490-1,132490,2025-06-28 07:57:00,87.67,authorized,Wire
P132491-1,132491,2025-06-28 02:24:00,42.5,refunded,Cash
P132492-1,132492,2025-06-29 09:57:00,32.2,authorized,Wire
P132493-1,132493,2025-06-26 23:45:00,76.92,refunded,PayPal
P132494-1,132494,2025-06-28 20:11:00,50.67,failed,Wire
P132495-1,132495,2025-06-29 07:31:00,17.75,failed,Wire
P132496-1,132496,2025-06-27 22:47:00,34.97,failed,Card
P132497-1,132497,2025-06-26 14:58:00,20.65,authorized,Cash
P132498-1,132498,2025-06-29 20:16:00,8.93,refunded,PayPal
P132499-1,132499,2025-06-29 10:20:00,23.52,refunded,Card
P132500-1,132500,2025-06-28 23:18:00,20.67,failed,Cash
P132501-1,132501,2025-06-28 11:37:00,96.73,captured,Cash
P132502-1,132502,2025-06-29 03:07:00,114.97,authorized,PayPal
P132503-1,132503,2025-06-27 15:02:00,51.4,failed,PayPal
P132504-1,132504,2025-06-29 01:54:00,16.41,authorized,Wire
P132505-1,132505,2025-06-29 07:27:00,5.51,failed,PayPal
P132506-1,132506,2025-06-28 11:06:00,14.24,authorized,Cash
P132507-1,132507,2025-06-28 06:49:00,227.43,refunded,Cash
P132508-1,132508,2025-06-28 04:36:00,119.59,authorized,Cash
P132509-1,132509,2025-06-27 12:26:00,26.38,authorized,Card
P132510-1,132510,2025-06-28 22:42:00,19.8,failed,PayPal
P132511-1,132511,2025-06-27 18:21:00,3.3,failed,Card
P132512-1,132512,2025-06-28 17:33:00,29.43,refunded,PayPal
P132513-1,132513,2025-06-28 19:14:00,7.1,captured,Cash
P132514-1,132514,2025-06-28 23:59:00,179.62,refunded,Wire
P132515-1,132515,2025-06-28 13:58:00,129.47,failed,Wire
P132516-1,132516,2025-06-27 20:33:00,72.74,refunded,Wire
P132517-1,132517,2025-06-30 02:19:00,71.61,captured,PayPal
P132518-1,132518,2025-06-28 19:33:00,16.52,refunded,PayPal
P132519-1,132519,2025-06-28 18:20:00,97.2,authorized,Wire
P132520-1,132520,2025-06-28 23:52:00,40.25,authorized,Wire
P132521-1,132521,2025-06-27 14:23:00,10.77,captured,Wire
P132522-1,132522,2025-06-30 04:27:00,27.62,refunded,Wire
P132523-1,132523,2025-06-29 06:40:00,96.29,authorized,PayPal
P132524-1,132524,2025-06-28 08:53:00,23.92,refunded,PayPal
P132525-1,132525,2025-06-28 17:24:00,29.99,failed,PayPal
P132526-1,132526,2025-06-29 00:04:00,22.18,failed,Card
P132527-1,132527,2025-06-29 06:04:00,24.59,authorized,PayPal
P132528-1,132528,2025-06-29 03:32:00,42.47,captured,PayPal
P132529-1,132529,2025-06-30 02:10:00,80.12,captured,Cash
P132530-1,132530,2025-06-27 16:07:00,44.3,failed,Wire
P132532-1,132532,2025-06-28 18:21:00,119.31,authorized,PayPal
P132533-1,132533,2025-06-28 13:32:00,61.34,refunded,PayPal
P132534-1,132534,2025-06-27 21:34:00,41.0,captured,PayPal
P132535-1,132535,2025-06-29 07:17:00,170.12,authorized,Wire
P132536-1,132536,2025-06-30 00:03:00,72.45,failed,Wire
P132538-1,132538,2025-06-28 02:52:00,204.87,authorized,Wire
P132539-1,132539,2025-06-29 06:05:00,26.22,captured,PayPal
P132540-1,132540,2025-06-30 08:30:00,62.08,failed,Cash
P132541-1,132541,2025-06-28 04:52:00,42.17,authorized,PayPal
P132542-1,132542,2025-06-29 02:02:00,34.8,captured,Cash
P132543-1,132543,2025-06-30 10:38:00,20.45,captured,Cash
P132544-1,132544,2025-06-30 08:15:00,63.64,refunded,PayPal
P132545-1,132545,2025-06-30 06:34:00,117.64,captured,PayPal
P132546-1,132546,2025-06-29 02:48:00,40.72,refunded,Wire
P132547-1,132547,2025-06-27 17:22:00,35.18,failed,PayPal
P132548-1,132548,2025-06-27 23:22:00,52.74,refunded,Wire
P132549-1,132549,2025-06-30 02:18:00,117.42,failed,Wire
P132550-1,132550,2025-06-28 20:24:00,40.14,authorized,Cash
P132551-1,132551,2025-06-28 17:54:00,141.64,captured,Cash
P132552-1,132552,2025-06-29 00:21:00,26.48,failed,Wire
P132553-1,132553,2025-06-27 17:34:00,4.03,authorized,PayPal
P132554-1,132554,2025-06-28 20:49:00,33.91,captured,Wire
P132555-1,132555,2025-06-28 02:43:00,13.37,captured,Card
P132556-1,132556,2025-06-29 04:51:00,171.43,failed,Cash
P132557-1,132557,2025-06-30 09:12:00,27.65,captured,Cash
P132558-1,132558,2025-06-27 13:39:00,78.81,authorized,PayPal
P132559-1,132559,2025-06-29 01:44:00,55.2,captured,Cash
P132560-1,132560,2025-06-29 07:39:00,48.98,failed,PayPal
P132561-1,132561,2025-06-28 21:27:00,81.71,refunded,Card
P132562-1,132562,2025-06-29 01:26:00,27.57,authorized,Card
P132563-1,132563,2025-07-01 17:11:00,44.44,refunded,Cash
P132564-1,132564,2025-07-01 00:46:00,25.4,failed,Cash
P132565-1,132565,2025-06-29 04:02:00,91.76,refunded,PayPal
P132565-2,132565,2025-06-28 17:02:00,28.22,authorized,Cash
P132566-1,132566,2025-06-29 06:11:00,99.44,captured,Wire
P132567-1,132567,2025-06-28 23:24:00,22.01,captured,Card
P132568-1,132568,2025-07-01 04:20:00,202.63,captured,Wire
P132569-1,132569,2025-06-29 22:48:00,15.55,captured,Cash
P132570-1,132570,2025-06-30 23:59:00,49.41,captured,Cash
P132571-1,132571,2025-06-30 20:26:00,27.69,refunded,Cash
P132572-1,132572,2025-06-30 15:37:00,179.83,captured,Card
P132573-1,132573,2025-06-29 21:18:00,87.55,failed,Wire
P132574-1,132574,2025-06-29 15:33:00,91.11,authorized,Card
P132575-1,132575,2025-06-30 13:50:00,75.74,authorized,Wire
P132576-1,132576,2025-07-01 01:33:00,98.28,failed,Card
P132577-1,132577,2025-07-01 16:59:00,64.35,refunded,Cash
P132578-1,132578,2025-06-28 13:52:00,48.99,captured,Wire
P132579-1,132579,2025-06-28 20:01:00,60.81,captured,Wire
P132580-1,132580,2025-06-28 17:51:00,42.37,authorized,Card
P132581-1,132581,2025-06-30 00:01:00,41.74,failed,Wire
P132582-1,132582,2025-06-30 00:50:00,139.8,authorized,PayPal
P132583-1,132583,2025-06-29 12:29:00,123.59,captured,Card
P132584-1,132584,2025-06-30 17:36:00,44.5,failed,Card
P132585-1,132585,2025-06-30 04:18:00,36.44,captured,Cash
P132586-1,132586,2025-07-01 12:07:00,38.46,authorized,PayPal
P132587-1,132587,2025-07-01 05:59:00,142.38,authorized,Cash
P132587-2,132587,2025-06-30 13:59:00,63.68,failed,Wire
P132588-1,132588,2025-06-29 20:16:00,40.11,captured,Cash
